ID,Yield
ID_F9XXEXN2ADR2,0
ID_SO3VW2X4QO93,0
ID_UKUQ7JM8E894,0
ID_QUISMWEZR2H4,0
ID_25JGI455VKCZ,0
ID_KQEAOXF3RPV6,0
ID_FSNZCPW9HTD2,0
ID_U2TOPOA0T40S,0
ID_XVQLSUKOT04J,0
ID_EAZAU6IW58PK,0
ID_WI17R25TC2VU,0
ID_OPR9MJWG40U7,0
ID_P9K9GAHC6FX6,0
ID_SCAOUCCTJ75Z,0
ID_MUP1OS8GZR5E,0
ID_WVBSZ9VBC9HE,0
ID_9MGH1WIKFBNB,0
ID_3M2O3EPOM18C,0
ID_K9MOR4N1FWIB,0
ID_VJPUPMSQARO5,0
ID_7WIMK3DXIU3Q,0
ID_6QXVH0EUS60J,0
ID_CA9GH6Q53A1Q,0
ID_94KO4EQ6TA3S,0
ID_2WH3AXUWRS2A,0
ID_LBS8TBC6QEF1,0
ID_Y3YARETW8RAP,0
ID_BY9JJAIKBRGP,0
ID_0U5AM482W1DE,0
ID_G0I28ORJC3OP,0
ID_Q34ED4EMSA3R,0
ID_LN3LXEG984XM,0
ID_0JTIPPYRJND0,0
ID_2MRD9I2X8UXB,0
ID_KH1FHLUW2T4X,0
ID_RFM5MWSIU1JX,0
ID_IAH2UTMDVU8F,0
ID_9SNP46T1GSJI,0
ID_DSQ9ISYFW4DB,0
ID_B8XYLC3NM6XD,0
ID_HOG9LK4CTN8K,0
ID_L3RTRS1QIY6D,0
ID_03QW4RBYQEBK,0
ID_ZJSYN3ZHXK5K,0
ID_UPRM76SZ7IJJ,0
ID_YB866N9RY5TU,0
ID_4H0KNHPKF9BK,0
ID_TOIT03A3WTTD,0
ID_4P7NKCB6LMJ5,0
ID_1TIMGZJLRLWF,0
ID_25E6065LQDON,0
ID_SOB9B3H12POE,0
ID_A8RF0GQGJF5H,0
ID_GT36LGF8SM8K,0
ID_E9OHGDA3U6DG,0
ID_HXWHLMRE99CE,0
ID_3VL9DLFRG5A3,0
ID_OKPI3DR2ZQPJ,0
ID_XZO6ECCAOC94,0
ID_4X2UWYR6RIE2,0
ID_1LVAHN6PZYBS,0
ID_HRAJFKTPCNWQ,0
ID_TK4H5NRKHOE8,0
ID_9U0UBT1J8152,0
ID_3EUKVYT37JOP,0
ID_1499QWPPW755,0
ID_ULWP3J0G860C,0
ID_51FSB3P7RO7F,0
ID_FHMVP6OM4GDX,0
ID_2OICAUFVUF5S,0
ID_ZGCFHIHAIC5U,0
ID_SR592R346POT,0
ID_IW7UUDAW8LI0,0
ID_UNWZCF6L3JHJ,0
ID_Z4FXX0BNPHCO,0
ID_T18YB26T1R72,0
ID_LXZWOINVI194,0
ID_QNQJS14C9JJR,0
ID_NTPIQUV3J2G6,0
ID_PVQOEEDTISZ0,0
ID_PNB65ASGG3U5,0
ID_KWPXATBZDX9T,0
ID_0G0F9TOR4IMI,0
ID_FVLMABW5Y6X2,0
ID_O2PL38IY50T5,0
ID_CNG8Z00FPPMP,0
ID_641DSHBH8JAF,0
ID_Y14QXUKOFJ4H,0
ID_DRP3WZV4BNIE,0
ID_TMXV7UW39T80,0
ID_0L8O49SS6MQM,0
ID_UGTG0XQELY2U,0
ID_0YZYA9AXL9Z2,0
ID_KNOK4V0IWVUO,0
ID_YX4DF17Z25RV,0
ID_2YAZXP3AEDVO,0
ID_YNACZPCVVI09,0
ID_75GYXJW1DYGX,0
ID_YRCMJRFRTU2K,0
ID_1L4WBTHTDQMP,0
ID_RO0XF0TFLRG6,0
ID_NJ7G0SAVDN1Q,0
ID_UFPM6MLG1BJK,0
ID_ULY51B6WQ9FV,0
ID_CR6L4TL2VEEM,0
ID_4YRSPS7X1V7Q,0
ID_ILQ5YE78E0SD,0
ID_WDNXY8YRA10N,0
ID_WYK6LRWQ21ML,0
ID_EBA4QUGDXB5I,0
ID_2WCWAKQKRA74,0
ID_FTSIEXKUER9Y,0
ID_64BCOW7PEP3E,0
ID_0N5TFB55JBOB,0
ID_9AE1OJ45UFJ3,0
ID_NJWAR6L7X4Q6,0
ID_W8U6J9PKGGGI,0
ID_WJUUIJMPNLHW,0
ID_S7F4L5OW7OKD,0
ID_Y0OX05BLLQPI,0
ID_XJ7ULGKCALNF,0
ID_8NU1PZBDI5C7,0
ID_CPPN31R20CBA,0
ID_D20Z6VEJBE6K,0
ID_N6RSTF2IR5GL,0
ID_DJBLGDPMS85M,0
ID_34J19EEKSSHY,0
ID_P8MQS1ERUQ9F,0
ID_U07HHH2EG6K1,0
ID_IKAOSO0CFKYZ,0
ID_NHQ2WMFGNBS1,0
ID_FRJ3P7XDG7OV,0
ID_5N0W8ZFFAIQX,0
ID_OFSHZ2KZ1LQ4,0
ID_A6C1G6XUATUE,0
ID_N99MP1180BJ5,0
ID_D5F8SLVPMZKE,0
ID_49QTISSSNQ0M,0
ID_S1WHDBHNKLYO,0
ID_9YE4VBW3W1WJ,0
ID_7SWZRG2B52YI,0
ID_41XNQZ8M4QXH,0
ID_SIB0PJZQMRBO,0
ID_M47IW492SXOP,0
ID_MTUJW5V02DWQ,0
ID_Y108HSDX00WC,0
ID_QRD8JCO8QWCF,0
ID_RIP1ZN0ST7I3,0
ID_BPS356NV28J7,0
ID_0KANA1KYEQKW,0
ID_80MMCWDS27VC,0
ID_CH1WWOXBV7L8,0
ID_PM7YZSDTN1OI,0
ID_FR4XH94DJW50,0
ID_D1IDORABBOBP,0
ID_0BE8BMWG3A68,0
ID_RY2QD5TLB4US,0
ID_S8D99RRNCOMC,0
ID_YZLW773BTIA3,0
ID_FL8VHWG97QTI,0
ID_JVLT86OR9T15,0
ID_NBSTAXAZ24X0,0
ID_43VRMQQ5E60F,0
ID_HI4ACMU7M13J,0
ID_UI96L3AE8YXY,0
ID_UXRI6OXKF50S,0
ID_FW06NS2YA7QW,0
ID_RA5OO0JVNOUF,0
ID_EVGU94YQTZWM,0
ID_GHANLFEJN9UW,0
ID_HXBFX8X2DD7B,0
ID_KUNLQSF5FM19,0
ID_7XXH76413XNT,0
ID_D58TIQKQLU7Q,0
ID_W5CLRPVGFRKH,0
ID_A3Y0OIB0BE59,0
ID_C74NLELOCNTS,0
ID_2FIGN89QV44C,0
ID_QN4PJSV2CGSJ,0
ID_V5W6AZBTURWA,0
ID_L6E0GOTVHSCD,0
ID_Q95BUWXK8RM3,0
ID_5TLXCFLTYF1F,0
ID_GLBHSYJG9S5B,0
ID_3X3YHRC7IIN9,0
ID_5H724YS64665,0
ID_U4Z5RN88FCZM,0
ID_05TGZGOMI6MF,0
ID_0GCZV8RUSZK6,0
ID_UV06K1FM1SB5,0
ID_RCJZ3PORBWFV,0
ID_W1NL5CU9VHQS,0
ID_2WIYFQHMJPYD,0
ID_BFFULEU6PVQ9,0
ID_JN31K11BXQ0E,0
ID_DS40FHVR9R7F,0
ID_DNOT9DTVZ6MQ,0
ID_Z58PO8MMX8YV,0
ID_NEYMBJKFHN1X,0
ID_RND7MNSA6LWV,0
ID_U407VXC7F9NZ,0
ID_ES753BBA75GB,0
ID_APRL4BTWWRW9,0
ID_S909ZPBZ39II,0
ID_YYFP9SWEV0U5,0
ID_25EBTESPBHGZ,0
ID_W0W8TG7XRWE3,0
ID_0FU2BPIOTMVD,0
ID_OF817VW3STNX,0
ID_7QATIJ9YSL1K,0
ID_LBPW7URC7BBW,0
ID_7WYQ81JCM9V3,0
ID_JGSVOGVN6522,0
ID_TOUB2GY1ZHXT,0
ID_9AJCTSUQG7FZ,0
ID_VKOZPEUVSDI8,0
ID_UG5GQ68S58OW,0
ID_4RB8XK2ZB1IR,0
ID_Z3P4T6K6P2ED,0
ID_VUGTKX63R5P0,0
ID_XMF3Q64FMLBK,0
ID_DTWCZ9G9C8WD,0
ID_0MNYHJUPIOIT,0
ID_ZGAL960JTO3R,0
ID_PK835TJNER3I,0
ID_KVGPYMSHB2WJ,0
ID_OWIQYP0I1HGW,0
ID_7RS2XDILJLBL,0
ID_EDCLK08NMF0N,0
ID_97Y87C3ANP5B,0
ID_D3SKVOTTB4KQ,0
ID_APFVFYM11UU0,0
ID_TAIVU9LHBYZ8,0
ID_NTR94XDRQIHZ,0
ID_8QCOFS2HXOJQ,0
ID_7ZZVZZH08UWF,0
ID_9NGVV4V11YU2,0
ID_5G8RKC18KLXV,0
ID_BSVRMHEKDQKD,0
ID_6Z12209FUIAT,0
ID_IRBHYP3G7UXU,0
ID_9PH4KNPDDVWS,0
ID_S4G0N1TJEDUG,0
ID_OP7NSDQGR6AE,0
ID_32RIU94UJDHI,0
ID_85WKQYHE0W5H,0
ID_2T4I23J42NUP,0
ID_LOJZM912S2TH,0
ID_FQAR45VD4PQ5,0
ID_RA4Y3ZL70BWO,0
ID_UH3QT7I1O24Q,0
ID_P9OZQ56CX2YO,0
ID_RB24VMV9FIGM,0
ID_XECRIM8DR00Z,0
ID_EYIQ79MA3T5E,0
ID_B0QBM2S1R9S7,0
ID_1L74BG9P0TKX,0
ID_141KG0TOOCJ6,0
ID_IMKLSNJKVI4P,0
ID_253P6J7D92PW,0
ID_PCC17RCZX06S,0
ID_7MUPVDZE1ZWB,0
ID_O994OZU1NP7E,0
ID_RFVKSMVILY31,0
ID_MTR7TTJ5LSBE,0
ID_87QM8DS5HSU7,0
ID_8KXPBLV53NZK,0
ID_LQVS4LC3YRMB,0
ID_ISVACTKT5MAA,0
ID_C64B9DUNSCM1,0
ID_ZXAE37OWUMFI,0
ID_L7Y4MKY66OSL,0
ID_TZ1FUOUR0Y8X,0
ID_D7HMR45HU1ZW,0
ID_UCZXI2H7S2YD,0
ID_7TU75PUQP312,0
ID_4ULCEP364DAF,0
ID_8EOY07K5LOC4,0
ID_NK47MAUWJ8Z5,0
ID_8ZCGIWU6GZLO,0
ID_SNIWSZ237UOD,0
ID_7LDSCZ2OPT0K,0
ID_TK2TH4JSJ1KB,0
ID_UUXFZKSR58SC,0
ID_EVACECC6XIW9,0
ID_U2LSES0Y4I3C,0
ID_NEGU2TDNC4Y0,0
ID_WCBHSOBP51H1,0
ID_SVRQ4NGZFMMP,0
ID_5TBBUKHYJ1KI,0
ID_4AOR8R30LNOD,0
ID_5XOUKBLNO7AC,0
ID_IQZTM1J018FS,0
ID_Q9VXX3O6IZOD,0
ID_HTEQD0S6QIB8,0
ID_0GFT8KE7O9RP,0
ID_SHFI8L6O4DQ3,0
ID_64MUBP88ECF6,0
ID_EHYBYH7QLOSL,0
ID_GTGEI6PS93QJ,0
ID_TL9C9OJ8G68U,0
ID_SM1GWL52K1F8,0
ID_DZW8R8ONEU66,0
ID_HBDA4P8811S8,0
ID_CJQOTSL074N8,0
ID_KZ0X60V9XQIG,0
ID_0TWFZTV06NYT,0
ID_PVJN35A46C0K,0
ID_D732BOTXBLSI,0
ID_342GB00NU2X8,0
ID_AQUL5HCLWJPM,0
ID_VU3938I1G9Z0,0
ID_Y2ZY2HDPU6PE,0
ID_SJD77GLF5ZFJ,0
ID_3T35R9QJBF2M,0
ID_NQUTMXXK59YN,0
ID_SV7AFMBC72LB,0
ID_PAPK30H37SIW,0
ID_URRQOVPPCBQ4,0
ID_CQPXYYK4KGB7,0
ID_RJIJXF4OS4RL,0
ID_APUXW8HC4K6B,0
ID_61Q9C9GGPHDI,0
ID_ZWZRMNC7OOCV,0
ID_IYKX7HR08L6A,0
ID_AIG281L5ZHU8,0
ID_NHUOZPKIO0BR,0
ID_LLYN4K7KIT4R,0
ID_0TSE5OLEV8WK,0
ID_H992DU9HM8DQ,0
ID_UK0CBXPBQ5RY,0
ID_RDPY3EBXFJ5O,0
ID_5L97TY473GY5,0
ID_5B1X9MC1IFX0,0
ID_ECWVAC40SNWB,0
ID_OE87AT5TAUEI,0
ID_XR12GEBM8H2K,0
ID_LJ2AP4BNL25Y,0
ID_LH311ABG9XDL,0
ID_HXONOBB4HD6T,0
ID_7AOOKABBB6N8,0
ID_Z17C9TLMF1MJ,0
ID_3PUBL95YQ1AF,0
ID_3RUIBILNO5TH,0
ID_9VMYZE08M98X,0
ID_6SDJYMNC1T2Z,0
ID_61DT371A8JKT,0
ID_R51LYLFQUFIL,0
ID_MJYLQ159US1Y,0
ID_QQHLY17D6RBD,0
ID_Y84JBGTU3NGV,0
ID_V8BHOZICY6IF,0
ID_DZ1R5TGC156F,0
ID_UQTR8CQ5LH50,0
ID_CK56LDNW1478,0
ID_QJGUBXWDDCRS,0
ID_H7YHR5OTSNS5,0
ID_8FRJCZZGLIRC,0
ID_U29DLWFB48GG,0
ID_W3OHI7MAVC24,0
ID_1ZY88AN5LZD4,0
ID_OC5EEB6B892L,0
ID_CMWPG2PIB75R,0
ID_NWEI411ITDHM,0
ID_G49PUGN2HFAD,0
ID_GSNP1IEZEQBC,0
ID_GJUS6RREHQ81,0
ID_7F8MCGYBVNP9,0
ID_0L3CDZHQMEW6,0
ID_WWW8P7C0BWWD,0
ID_K5SN27S6ODNO,0
ID_UFYYFX1MOUMV,0
ID_D0724QR6ZQQF,0
ID_PMSOXFT4FYDW,0
ID_SO7VGCA3U32O,0
ID_FRF1EVPIL6HX,0
ID_82CBKU1NDJ0V,0
ID_RX8DANVXO123,0
ID_ILC9A9DN5G2Z,0
ID_2GDKRWUIWI9Y,0
ID_RBQ5VAV4DJ5G,0
ID_UOQYVR79LGBI,0
ID_K6AD8QUXXR6Y,0
ID_J342KZ43X2VJ,0
ID_XPEQ4HVRRQX3,0
ID_AJUG34L464MU,0
ID_JF3KG0PYDKQF,0
ID_L9Y3DAFA0E72,0
ID_E6BGEQJGO571,0
ID_SP088I6KHJYU,0
ID_044M7JJ7F7ZH,0
ID_FWCKHCWUI2ZA,0
ID_RYVNAORY2187,0
ID_AKABUF8B09YM,0
ID_S2JJQXZHA1AS,0
ID_4QOOOG43P1EL,0
ID_X7Y0DSAFDFLN,0
ID_HBHBHNCY4HVH,0
ID_BD6WGXMV0N9M,0
ID_L96Q9Y8ZKZ8E,0
ID_THWRW6UMVR43,0
ID_BORVFDCCKT0H,0
ID_2L25K22ZLQPZ,0
ID_YUL27A9GYMND,0
ID_8MKACM85VSCS,0
ID_4060CUEUW7HI,0
ID_Q0SM7VK3YP8B,0
ID_KFDMKLKS776M,0
ID_JFSU9KK3JSCO,0
ID_YDVQY6M9SDE1,0
ID_24UQHTEAU2MZ,0
ID_SGZSFYIOBIN2,0
ID_JNBPHXXIFBMH,0
ID_ZDH7Q9PB2ZFC,0
ID_Z8L5CROZXDD9,0
ID_BFWA63TCREXQ,0
ID_M3DHWRLA56N4,0
ID_7QNMKE9U82HO,0
ID_75A7EFD9RIO4,0
ID_ZGRBK42R4LAE,0
ID_E69IMEJ5DN9Q,0
ID_9GU549TH7ZK3,0
ID_32IOWXYS1DUU,0
ID_055AL1ZL5ZQ3,0
ID_1D24WF1F56XL,0
ID_C8563RHWH4R1,0
ID_FWYXQF7RP0NA,0
ID_RUQF0NVO7GUP,0
ID_U51NJXF1ANRX,0
ID_52E5N2X6YPZC,0
ID_5605KFWD5KLI,0
ID_RP1T12JOZ0W5,0
ID_1NJF183VW7MV,0
ID_YBW0BLUZSB09,0
ID_EMWY1EBQA2OW,0
ID_PRZUQ2CC6YQL,0
ID_DR9MHVZLS2J3,0
ID_F9Z4KJ1ATXQX,0
ID_1IEQS1MMJVNU,0
ID_Y5OJFJ4ELKBO,0
ID_OYZLWHPXC232,0
ID_RIJPB9ZK7QMJ,0
ID_5YLAHA1RPCLZ,0
ID_7YD43YGQEHAG,0
ID_Z2128MPPJH3I,0
ID_6E9C80EV7UVB,0
ID_V292OF4LJFY6,0
ID_GZWEN5J0753A,0
ID_DZJI74TH27S2,0
ID_VB20G3017OT3,0
ID_PFR5TR9NSJ44,0
ID_CGEMGXF9GKAN,0
ID_UQN5YELSPFW4,0
ID_9KQ04PBVJQ2Z,0
ID_4XS5DB6R0W1W,0
ID_0LIP6T5ZSM47,0
ID_EKT3T87PW61E,0
ID_8APYWALBVJJG,0
ID_IZNAGRDXI416,0
ID_O8JW768V2WBT,0
ID_QB1EGGOG4PKU,0
ID_QL474TRJZ4KT,0
ID_JS00JMA9OC55,0
ID_KX93WT2WM8KI,0
ID_88T4KAWBOXD2,0
ID_AYEXJ449FHYB,0
ID_WAMWUG0WHB97,0
ID_MNSBZZRLVYAB,0
ID_NIO4I0V8DWYJ,0
ID_NIZWE5DL0ZEP,0
ID_9NCKQGLK3SD9,0
ID_5OSGLVZW9D29,0
ID_6XPJZR8ZCIC2,0
ID_IY0SP642OW24,0
ID_RIYH64Y97QRK,0
ID_XSP6B48LKWT8,0
ID_W753O33BW3BB,0
ID_RWJ0XTITY982,0
ID_EUEIBIX6TBO2,0
ID_WH5AACW8DNG9,0
ID_NKCHBHQGHFQJ,0
ID_55LF7DAPVUM9,0
ID_QCVF1IC80H55,0
ID_TTYI3X4FHRSK,0
ID_FAVZ1A7JE66Y,0
ID_K3QDY7VQTJ4Z,0
ID_SXVSUXY5UZAB,0
ID_5K5QDTT6M6RR,0
ID_LVWYORSZVO3S,0
ID_6ECLIA2352NF,0
ID_W9B36B5RXLXB,0
ID_FBND5TKBJU4V,0
ID_IEG1EPIW3QJE,0
ID_XBAKEC3FGVOI,0
ID_YX1YSBJPV00F,0
ID_CNJ0199EZ0Z5,0
ID_9HZRXVLF8O7Q,0
ID_N8DOGSGMLEEF,0
ID_QTT6DFO6C20M,0
ID_84TIYB63GU2Q,0
ID_I13964DD6KTD,0
ID_31NJ27Y0VJFL,0
ID_SFCM114U57TL,0
ID_JO7PGDO0GSL6,0
ID_GL342CDVL9P5,0
ID_89HGYIT9L72K,0
ID_GMN55BKSKYR7,0
ID_IPCZ9G8W2MEV,0
ID_YTTWCTKL25FS,0
ID_RXK77X7AJU1K,0
ID_7DF2UHVO2YDW,0
ID_S8ILQIMNR33S,0
ID_9CZKHNKM1I86,0
ID_QV0YP4S4M4EW,0
ID_6NW6LZZP4YSO,0
ID_11VV8EJUCW0H,0
ID_12B9ODTQEDJP,0
ID_O9F0DSRI883S,0
ID_UGZM1YTX1O1E,0
ID_K9QDUU90W0VF,0
ID_NSYRKSMPHBU1,0
ID_VTPNQBR81BM9,0
ID_39OMID9QCOG0,0
ID_1PEZ9AQEX5YZ,0
ID_KMV01O5FI1RE,0
ID_D8YY9UAL3DUU,0
ID_MK1LEGI0K09C,0
ID_SIGZ0JBXQGOV,0
ID_TVKRFN7WM03R,0
ID_0BEO9O1TBGD7,0
ID_0LAUIA0BNIC1,0
ID_J3ASN4NEHJWU,0
ID_E0C4Y5E20718,0
ID_42C9CZBA94GA,0
ID_YR8ZM2POXIMW,0
ID_CI5T4HTPFSD5,0
ID_A43CG1H8ISRO,0
ID_3CEHUW3S0G0K,0
ID_TXB3AVJR817F,0
ID_EARHOHWMJBZN,0
ID_3VLU0ZG4HZCJ,0
ID_BXY0XWQ3PB64,0
ID_QRR9XFG9T842,0
ID_EUX6TSC8JHCM,0
ID_QFOI09YR3VXI,0
ID_YV25FQOXZ8MV,0
ID_7FQESEUZAD3Z,0
ID_CNWL7DTP3YX4,0
ID_T55BT4VODB0E,0
ID_RV1AQV8A2YO5,0
ID_4LD71OA2HWJA,0
ID_MURY55Z0UGAN,0
ID_N2FMG5146H3F,0
ID_UTINEMLC3YZ8,0
ID_2YV5CPEX8PQX,0
ID_G04CAJF9PJPJ,0
ID_VQQC20SF8PFA,0
ID_XLERVZJLB89L,0
ID_55VQDPWDVUJN,0
ID_ZQ8CAFATMFQ4,0
ID_G0F3TN5NG6BH,0
ID_PF85WDFZ5SIC,0
ID_LPA096T2PA37,0
ID_TOJV71OD5IJA,0
ID_OC71Q8G1PU9X,0
ID_ALXWTRGLKYET,0
ID_L25QRS7Z1I48,0
ID_ZJX6UR06AOQN,0
ID_J18Z7G8MKNNW,0
ID_A1FRWN0WLOW3,0
ID_1WMN80LOMPYX,0
ID_PN8SLC70UAFU,0
ID_Y0VLNN9FFCDB,0
ID_KSNG2EHQWVN2,0
ID_6W3UCOWAIKFY,0
ID_SAMIPB6FVS35,0
ID_5XWLZR0M55MG,0
ID_XS38KEFXELD5,0
ID_59TDKRUHGJTU,0
ID_LA52IZ1MKC63,0
ID_HUS8E1K54UTE,0
ID_I13GK4NJXW16,0
ID_VNANLNWRQBB6,0
ID_S9RY48JU1EY7,0
ID_4STCBR16P9VP,0
ID_8975M70FEDGV,0
ID_DUBR80BZKU6Y,0
ID_MAEEJ3FRNXBQ,0
ID_H4AAIXVXUTIW,0
ID_9O8JMRL331Z1,0
ID_NGSCERQ2QDX4,0
ID_6LCF9GFNTUHP,0
ID_P1FUZAFI9H4Z,0
ID_98FVLR8JYSIK,0
ID_21Q3Q5YNLZZX,0
ID_PBBKRFRQIL4M,0
ID_XUQ4DJPJN922,0
ID_XN9SQO2E71Y5,0
ID_16EL4RBE07V4,0
ID_J9A3XKAY092U,0
ID_SI3U6TVMFSLR,0
ID_MZPNEAO40UOF,0
ID_JMOP4XUA0I7Z,0
ID_3K7O1OS7SC87,0
ID_1FKKC1Y469H8,0
ID_KLWMKKI8XBMZ,0
ID_INV1UN5XSNO4,0
ID_FCP0ZRWKWL2B,0
ID_L7DSNSBA5RQQ,0
ID_SECEK6SG1NI8,0
ID_ZZH6SDGIBPVQ,0
ID_NKCBC5AYF2O5,0
ID_HCUH5OSOLYNC,0
ID_P2YVKXAWU6J2,0
ID_H5DAKY1IT85H,0
ID_FN2NLEWDMB6D,0
ID_FQRTZI314E4V,0
ID_605VN4QHNIDI,0
ID_J9MMOAJFJ2J9,0
ID_2N51RJM7IWTE,0
ID_G7LKS3J2NRV9,0
ID_B75HPYZV9PLR,0
ID_IJFSC215A8T5,0
ID_XUJ8JAS1QTG5,0
ID_OC29SB0GECK9,0
ID_0ZW1XY8NZ5AA,0
ID_XUYVTZH1U6V5,0
ID_TUQ7O8VZEO8Q,0
ID_XL5X7DAJMM1B,0
ID_6GOHOWR9UQEB,0
ID_OSG7JPS4CTQ6,0
ID_TYWY3ZJA2J5I,0
ID_E8R8OU0PL6KU,0
ID_NVSZ1QLGBUT6,0
ID_B6DWB2FSMPKC,0
ID_P0UJZBSPVHUE,0
ID_O9LKW41W3CE6,0
ID_APVY0ZAA2T96,0
ID_DXH0G1YZBCCY,0
ID_50FMQ8VLWTYD,0
ID_MPXG6OFK28RA,0
ID_KO5Q9YHKSLDL,0
ID_5RN40WEWP1EL,0
ID_C22JIXZIZSL4,0
