ID,Yield
ID_9DQB1KQZBTV8,0
ID_CQHWUNCL5PCX,0
ID_J5OEXVDCNB0P,0
ID_RDH6HLOB2U92,0
ID_8TPHQ60JF6EX,0
ID_1PB93FWUQFQB,0
ID_3N976J1OGQLO,0
ID_7KUFT15M92QJ,0
ID_PCCPOOUSGB06,0
ID_3FRDNPVY5FNP,0
ID_BK9ZR4TDE7NZ,0
ID_OUWYLUIH2R51,0
ID_L5ZLQMRH6KKF,0
ID_Q4UW4DG55OJW,0
ID_OYF1ASPZJQNP,0
ID_GZUUS62OBWF1,0
ID_KKZDBKDWVPID,0
ID_YCYMKBL2CA1K,0
ID_KHTP23X20T5I,0
ID_PVCGOZWIYCRW,0
ID_32NAED58MFBN,0
ID_N20MRZDYH6K2,0
ID_DBTQY3BIX7K1,0
ID_VXHEQJCSAEGO,0
ID_1UBFDMDD35E0,0
ID_UTQLHUO15C6P,0
ID_KUQSQP4UEPNX,0
ID_NG1BV8SLDLT6,0
ID_3WE5BFF4QQ07,0
ID_OJCKZSAW11FT,0
ID_01FMRJ8CZ1B9,0
ID_UFCY75JEV9LT,0
ID_2EZWQR6H2KMD,0
ID_VDBLFDMIL8NG,0
ID_AT56XBOIGQNE,0
ID_AXZDBVR3IUR6,0
ID_2TXCT78Y3PKC,0
ID_VR4Q2KY91Y7I,0
ID_EQO0B00UOJ18,0
ID_80IN0NOG3IGG,0
ID_52G244TD18XX,0
ID_VU2RGX6FV7SG,0
ID_L5TFK1K76NVV,0
ID_9CP641SBWCAY,0
ID_GCL2HBCVD3GT,0
ID_9TSTSM29ITZV,0
ID_L9B0F5XY5C0Q,0
ID_CB1C6HBQXD06,0
ID_HKJ98YOILTWN,0
ID_5TPFAMIJT35T,0
ID_17C2BIFXGXAB,0
ID_ZY0FDD05Q344,0
ID_XXKL2UKB6T7P,0
ID_RMQ5T81PW81J,0
ID_I1KFYFIUMBBQ,0
ID_1C1WGJ4TLP0X,0
ID_E5OL8AHYNIRQ,0
ID_XKJ6NPCU23KQ,0
ID_H2LK19RTKLBN,0
ID_8SXD7K2XR4Y2,0
ID_R6PS7QO3TIP3,0
ID_7Z26WTZTG1EE,0
ID_NVW1KES21JE6,0
ID_KZQ5Q7QITN1J,0
ID_0GK554F5HSPQ,0
ID_CA5E6O3YBPYR,0
ID_NTRTGR2IP7JQ,0
ID_062VNY633NVW,0
ID_465NN80WHNMI,0
ID_T52DNN3DYVA2,0
ID_CM0W1BO8Z7YV,0
ID_YV087R41HIW6,0
ID_VT6TAOGORN0T,0
ID_030L0XB0GEPB,0
ID_YECW50OR7NEH,0
ID_5W7NWNYH7DA2,0
ID_I2AKJ4TGA3JS,0
ID_LMSXY4W2OCHC,0
ID_W1EWJ1KHVFWL,0
ID_3ABZTY079K5J,0
ID_4PEE9P8ISN4T,0
ID_DZD2PTXBQ36C,0
ID_VRDCKGL60J4S,0
ID_W300Q133BITD,0
ID_BGPCJWWGLRAD,0
ID_2VD5AHGUA8FZ,0
ID_N2YHCFW8BCW1,0
ID_KD26RV3Q4Z8G,0
ID_B4L9RE7NMY7S,0
ID_BN9X6GP81HB7,0
ID_Y6GNK64VJEAR,0
ID_PE586K2WC823,0
ID_WL15S18OVHW9,0
ID_5R6L97XFBM4P,0
ID_55YCU1CHAZYU,0
ID_WNGH3FP6KNWH,0
ID_9JR09YWTJIPX,0
ID_870NP4IDB2WF,0
ID_X6ZCELIES4N3,0
ID_S0Z4WELW3RKE,0
ID_I1M86V2XW3NU,0
ID_PR25E8LGMX5C,0
ID_5RGXU5KZER2O,0
ID_N3OWXZ0A4PQ2,0
ID_BUYPSV8J9VX4,0
ID_ZLJBGWFNKT3F,0
ID_E3U792EGWSOZ,0
ID_KQE4T2DIGF73,0
ID_FIOW6R8A6TD9,0
ID_6NHV395NXUMO,0
ID_DLLQTLGA5BZ7,0
ID_12090DS3ONFO,0
ID_84WRYZXSNB5W,0
ID_5IHINMMQ33HN,0
ID_Q3TSBO3V5MV0,0
ID_ADC7FBDIRB67,0
ID_YFVLB2MLINSA,0
ID_0M2B2IU08JHG,0
ID_V9K16K3JJ64W,0
ID_T0APDRNZ2PUP,0
ID_UD6Y4DW52N30,0
ID_CPN4N1LLQUYZ,0
ID_NBZ50NSHWKX4,0
ID_JOBTZIGNUJYW,0
ID_QIXJYAUTNLGR,0
ID_AX9K1UFBM90G,0
ID_FDDURNIJQYRF,0
ID_LVNQ4RR7Z5M9,0
ID_UYQMXTUWGEX3,0
ID_GXYT79NRDUCC,0
ID_9GC9RL0156TI,0
ID_65R1QHRZPXV4,0
ID_61D172EINVHM,0
ID_YTRIQ7CPL06G,0
ID_SWBH0D832EJH,0
ID_JI6G3OYFQJKY,0
ID_D2P1PLCDCW6C,0
ID_4HZATY2UQP7J,0
ID_I13HAXROQ8ZI,0
ID_EBWZ4DITBMRT,0
ID_46V1XAD0HNM4,0
ID_7F0Y5BH75MA1,0
ID_8KDNAENIPD6O,0
ID_31557CM50TT0,0
ID_1H73ZV2DGAJS,0
ID_MQBQ7Y3DAME9,0
ID_FABZ5F40A430,0
ID_ARH65MSJKMXQ,0
ID_NZAYF5EC84XF,0
ID_8KTFQU943U8U,0
ID_HOOPMK98RDVW,0
ID_6NKRHFXDAL2W,0
ID_3Y0E2QZSY8BE,0
ID_7RBTQWOKF593,0
ID_G32EHA5H8KCH,0
ID_FP8GAONCAYON,0
ID_Q1YRG5JLSL51,0
ID_LUEHBMKN3WSS,0
ID_8CR2PDGM6RTS,0
ID_UISG39MBLWG7,0
ID_ZFX52PINM9TI,0
ID_AV8EYUEUUBVA,0
ID_LDK0UP6ZOTQS,0
ID_Y71AZZAYF00N,0
ID_IAA19P3EN9DF,0
ID_M8ZJ8397H56M,0
ID_2LVL6QWBY48W,0
ID_66A871THV43V,0
ID_K9CFTOS3JA2N,0
ID_SN7U1P14V2N3,0
ID_68RW49FF7NF2,0
ID_1BYE6Z8W58NR,0
ID_DGIYN4VXFWW3,0
ID_I13X0T9TWG4N,0
ID_7HE2NP9ZDI7E,0
ID_PKX1BWJLKKF1,0
ID_FGCBRPH417HI,0
ID_XZHCQ2UL7EQB,0
ID_3F60G7BTKL3E,0
ID_X8UKDAZNQLE5,0
ID_WF21DZJQ0MEZ,0
ID_2JORBK01S76Z,0
ID_N40FQ79VCRBZ,0
ID_GTLFKV861ATM,0
ID_27Y0YW3K0RMP,0
ID_WV5M56G6J46P,0
ID_2A6AX6F5M2R3,0
ID_O1WA343Z0Y3Q,0
ID_5RO8TLZHVZ4U,0
ID_WNL0HEE8FNAX,0
ID_KRAHFXWUE34U,0
ID_B0BZ87T7Z4G1,0
ID_EF8RZ2A57MOF,0
ID_CKZAYHVYDNOH,0
ID_24T2915PUUBL,0
ID_9N44D14F4Z9S,0
ID_4QI2PK16L4W8,0
ID_5GSE1ZV2KZ36,0
ID_30MYYJ3CGU71,0
ID_R0ZZ2K2C4IFQ,0
ID_SRSO7ZIVRHMS,0
ID_ADMXQ913LY99,0
ID_PS7YQR14G3Y3,0
ID_MZEO9V8999MJ,0
ID_LUGALDGQDU2C,0
ID_6E0LFWNRDDBC,0
ID_BH392O5O9YIJ,0
ID_VP4R17PGR7PT,0
ID_Z584MTBFZM57,0
ID_FMP63TJMIYD2,0
ID_0VVXHZNBFV7K,0
ID_R3G02LS8GNA9,0
ID_Y3HXNR6C9VPN,0
ID_P2EI5WTDARVB,0
ID_J81U1U9GRXMM,0
ID_RUJ2JWO1H36Q,0
ID_D7KZIKGDA5TC,0
ID_IXZVPO7I6GFT,0
ID_DYEIPGE8LAWB,0
ID_YFXPGWLIF1JG,0
ID_M06RJHKBWY49,0
ID_9AQXDJAJZEKV,0
ID_W8K9BX9LC95X,0
ID_QI5ZUDAWIO6B,0
ID_UAUMCZMYYG50,0
ID_MB0FWEMQZIS3,0
ID_I3VLDTUXI8OU,0
ID_FL43EATDHM0N,0
ID_F8IKOUJWBLAS,0
ID_MY6O19NPIVK6,0
ID_XIRL5AT0PRFF,0
ID_V770RBDE6Q4Y,0
ID_0PZHH6TLV3CA,0
ID_VWY9TZXSBA2I,0
ID_0IMHIJVZNH4F,0
ID_J9R0XLLUEYV5,0
ID_SXO3TLUQS06B,0
ID_IIFWSOZJ87T8,0
ID_003IQ6P16IU6,0
ID_8A4XDDFF9KES,0
ID_ZADQ4EOPXZ5X,0
ID_T3BJIT95VAK6,0
ID_9JBVPAY5SWE5,0
ID_H69MYTOAOWGW,0
ID_KX131MVNIQYK,0
ID_9TBIA2TY51SN,0
ID_LSJ9Z973V7HY,0
ID_1V7154B52Q1R,0
ID_61T1B66LGY96,0
ID_6OMUQ7RGG9PB,0
ID_UOP0YIGOD0C9,0
ID_FUEPC3I8AGM6,0
ID_9DZ2XHHCILE0,0
ID_K31RQKN5YZGQ,0
ID_5ONQKXWCPAYW,0
ID_WTFWWIHRP8QJ,0
ID_1DB4QAC6FY9E,0
ID_JTN33DQWNP8S,0
ID_URGC9CNXA7X5,0
ID_TLCVMIUVHIDA,0
ID_TUK3UTUY685M,0
ID_C3CXY15NEROI,0
ID_HLKXLS0FWIO3,0
ID_3KYOCLW494ZU,0
ID_ANAMG2154VTI,0
ID_RZYTYJZGW8V1,0
ID_U0TE2JB46YOT,0
ID_033YEZI2YTMN,0
ID_M5MUL0OYJ521,0
ID_GLNNBNCO2ZJT,0
ID_5D0G39C74311,0
ID_76NPV6TK8935,0
ID_ZBDU7B15DZ06,0
ID_7ZY916L3IR3J,0
ID_NT49YSFTD1RL,0
ID_JO5LMUSPDOE5,0
ID_20WSYTHON01Q,0
ID_29VL60799V4G,0
ID_LWOVH2BGMAXM,0
ID_U40UK9R0U769,0
ID_GLMWDVQ0ZBSS,0
ID_H9WPOE6GENMJ,0
ID_D777FHIP8F1R,0
ID_UE7JO485SVK6,0
ID_KMUR984JCI6C,0
ID_5UB63IBXG3O1,0
ID_IP1S04YTUGT1,0
ID_UJAKLBHMJ3YD,0
ID_W4V2VRY6V3ZG,0
ID_UPWIMZ9NKMFX,0
ID_TVYVXPBGSFUC,0
ID_8WEKEFRVWLHJ,0
ID_9RLCRH7Q0PXK,0
ID_02G01CVY8X2H,0
ID_KE5BLNSCOGKB,0
ID_9JNMULI0HP0P,0
ID_B8OSQ43TMBSR,0
ID_PZWWJKYN923K,0
ID_834BS53CZ6LC,0
ID_5BMWFG250JV4,0
ID_LM22RNI83BJM,0
ID_JQS59EY819HO,0
ID_E43X5ED6NLU1,0
ID_8UZSHKU5UT2V,0
ID_DJ50AHYEIPZ0,0
ID_R4NIIOESVN7T,0
ID_YKL207W57L0U,0
ID_12P6RU298F9N,0
ID_IZ6WTP5Z17WN,0
ID_NZMFMBIC4FNF,0
ID_JLTDB0VTB0E7,0
ID_17SQTC2HLKAE,0
ID_I1X7CIDBKXZQ,0
ID_PSSACU4V0O6O,0
ID_V4HUIJ6F76SW,0
ID_8COHYHKML3JP,0
ID_JN4AX2B2C50G,0
ID_TMJ0OO9Q2WOJ,0
ID_C95LNL1M8H2N,0
ID_RVPLXJ5UWB6O,0
ID_TV9CCKV6IGN5,0
ID_K19V3I8YE12K,0
ID_KGXUKFH4Y7YO,0
ID_WJSH3NU9GIQB,0
ID_EQZ7H1WA78OS,0
ID_1MKAKRVW5T92,0
ID_PZFWOHDEYNGN,0
ID_725LTZ95U1E1,0
ID_THK0MEQMKDUT,0
ID_RTQ01NMMKXYA,0
ID_8B19FL2AJ194,0
ID_D6RNJ17OIWWY,0
ID_HUGK2Y59U7KJ,0
ID_KWIMK8AMZF5A,0
ID_UURMSVZDKKSF,0
ID_2R9G9PQSADOM,0
ID_BI9UDH99U450,0
ID_7ODW5MXTDNCG,0
ID_HWJ9WKS3IB5J,0
ID_JGO7PWMYOMUB,0
ID_MCQSOIZ5BXGC,0
ID_J0X3K8DOSPYN,0
ID_VGQJ4WYJJBAT,0
ID_FHRVJDWVEWZK,0
ID_YFDZZ7FAT8H7,0
ID_ZW6ZATUAC5CC,0
ID_W0BWKL5E7PYH,0
ID_9DJGFL3PX533,0
ID_NYXDVDMQO20V,0
ID_J9R96PPZPO32,0
ID_03SHDKQD95XF,0
ID_9UYFG0NC9QTM,0
ID_PR26C0RSQ89H,0
ID_KOOC7HGDZA0H,0
ID_218WMH65G8WU,0
ID_PRAU2EMQM87U,0
ID_D6ZOJRHT0A7H,0
ID_CITJ0RJ9ZAOC,0
ID_TP5RXW7QXP2O,0
ID_AZNDXJTYSGDF,0
ID_78WJNL0RRA6U,0
ID_TM6VWF7REIS6,0
ID_X3TVNO4XNHN5,0
ID_3TDSR1D7HQ8T,0
ID_82ZSQZQGLY1Y,0
ID_8OKP01595X94,0
ID_2OKINRRT0XL1,0
ID_DA98EJU0NT76,0
ID_V17R17KYCDG3,0
ID_OM42UEJQR618,0
ID_646D2KBLNLC2,0
ID_9RU7QWS0WIDP,0
ID_PFFCHUW5O67L,0
ID_ZSV9TC0UW5CK,0
ID_MSYLCULH22KD,0
ID_6ZA9ROTCTCTY,0
ID_L0J7MCL12NR4,0
ID_SCDUXWEDL6C6,0
ID_7QHVYN5YJYAP,0
ID_AUT5E4W1IF34,0
ID_7JO0TQWT9W8K,0
ID_3UUBOUNG1CH8,0
ID_4Z5JFK9VF762,0
ID_3Z9LB1PGHP96,0
ID_D0X7IDGN74GR,0
ID_BBY6G4GET31C,0
ID_PT5LBK4XRS89,0
ID_Z6A67N4N3KEJ,0
ID_Y6D7U7R1ULMA,0
ID_WQOUU960NDO4,0
ID_XC7PSRE6WWFP,0
ID_VF7NABSVT35U,0
ID_25MZL6HIS26M,0
ID_D86BC6U7FA2J,0
ID_F4KMTFROJWL2,0
ID_QK4YHF5UETBQ,0
ID_XPAHSEI49TYN,0
ID_69F6K475WX7V,0
ID_9WS9F7Z1CE3M,0
ID_XJC8VVXC9TBX,0
ID_CD5QDTLLZUPT,0
ID_O80J4RH6LVDS,0
ID_KWSKN3HTLPK2,0
ID_5SKHT6NDFHJR,0
ID_KPQYKBZGK6Q4,0
ID_866ACQHJ1632,0
ID_WX844ME5IT0M,0
ID_AWNJ1KEP1QK1,0
ID_16ZJ7XNWB9ES,0
ID_2NKYXQYFQQRX,0
ID_DDQYDSPF4BXY,0
ID_1KBQ8Z8QZOL3,0
ID_GJO67I9XF6AK,0
ID_PCOF5INSVXM2,0
ID_W5GMROHJ01RZ,0
ID_WD6GCHMOFFZK,0
ID_GF3NQ1FP4MXO,0
ID_FBQI3IPLIAAZ,0
ID_BKRCXGDJI2ZU,0
ID_WC5O6CA49JCT,0
ID_TC771F4NXFD3,0
ID_HQAI0KUSI7FX,0
ID_E22MKA5X1C38,0
ID_P4TXP8UNLQ5F,0
ID_7VFK2TR4EHCU,0
ID_XIMWJDO2J9S2,0
ID_1SFZQ86IVMCZ,0
ID_XNSVNT862EIR,0
ID_KEULJBL0QMMA,0
ID_GEAJ29CHENIM,0
ID_XDHNQQ1BMP4K,0
ID_ZG8Y74HTDSKI,0
ID_VUYOGM0KIABM,0
ID_U4XH4UTLQ5EO,0
ID_M1TT1PZJYQX3,0
ID_DO1SCI0NAS39,0
ID_PP2CV6NRSO3K,0
ID_6F4A688829M0,0
ID_67C7XJW5Z9AP,0
ID_G9GXUSA0IV0D,0
ID_0G0WQUKBXG47,0
ID_6EWF22XJX21H,0
ID_UIL7S6F6IKE8,0
ID_O55OOUDQOKBE,0
ID_OKZW0FT04KAU,0
ID_5QCE458KP8MH,0
ID_K1MX59GNDLA3,0
ID_XEAANBI4M6MP,0
ID_7K7V374NL5QU,0
ID_Q73O4J7PYNLD,0
ID_8X79S7L9FWUS,0
ID_M97TRZBEVI0V,0
ID_U9TU5QRVSIKV,0
ID_PQPZ0AVV5HTH,0
ID_1L6LU32N1HFC,0
ID_UBZ21YSSVE0A,0
ID_TFXFZIX00RA7,0
ID_32CMCT5XS364,0
ID_E95XC4DYH26Y,0
ID_S8ENYM45UWSC,0
ID_PU514SH6TUVR,0
ID_RVEWUGCXQCNS,0
ID_BG6I25RU4JV3,0
ID_RNDBVA4NU0LW,0
ID_H1GVVG7EF7WE,0
ID_4VG5G0IN38WK,0
ID_LI1DHO8DO7WH,0
ID_K9IUCGCTABHD,0
ID_COWCI2PI2LF9,0
ID_0QE8PUWQKHFZ,0
ID_MT3EUT7AX265,0
ID_T69R1A784TNY,0
ID_N4FRZ8SPSN61,0
ID_DFIMHTLXA82W,0
ID_BI4VNVU7JAXF,0
ID_6C9EUI1CKTQY,0
ID_V7R0PZU27LD7,0
ID_NXHSZUCHTMO8,0
ID_PSSPKF9A2USI,0
ID_M9XZ0NNGCXJE,0
ID_3BJCEQIRMQTP,0
ID_EWS2TOD7IJZI,0
ID_4N61JMVTUKQ5,0
ID_B5NBU4COPYXW,0
ID_ZS7CIFJ5G37Q,0
ID_X4E6NMBKJLQT,0
ID_1OH68E5CL3NC,0
ID_DNSUBE5MRZR8,0
ID_GHVXO83MCL6I,0
ID_CQ0FBB1L5EY3,0
ID_9PEPYSUTV8XP,0
ID_CH40371WNU45,0
ID_KREBTUJY9PUQ,0
ID_AH2DHFW5Y7VZ,0
ID_O2YSLD8B37UI,0
ID_CGJLQRDMQGPI,0
ID_ZIH4810LD2X4,0
ID_1GUQ67PJHO6G,0
ID_YO7NKY9DFON2,0
ID_H8DG3XXT4R3S,0
ID_FD43UJOLYMFB,0
ID_BQ8JTW0GEMB4,0
ID_RA7TSCPF1HBL,0
ID_HMSUJ88077KV,0
ID_2K6CE567GZ7D,0
ID_J0UYQQWYJDJ3,0
ID_42YO171TPVHZ,0
ID_KMFDQQYDBS4X,0
ID_EKKF7GLOX3SD,0
ID_NA6TYX9PY21I,0
ID_PA459A9AES6D,0
ID_ZHJ35MUIKDGT,0
ID_2KS148FT28VY,0
ID_ZP3Y1EOLD1XT,0
ID_M202WZ18JHLM,0
ID_O3CUG423MY9H,0
ID_JK4O5BTLDHTX,0
ID_69E0GNTDT1LF,0
ID_RN3RLK50ETXN,0
ID_PJ3QBFDFCBUV,0
ID_WRU2ZQEZZA2A,0
ID_261VC80CL904,0
ID_3PR5200O44QG,0
ID_V315713I7M9M,0
ID_WCBVJ74XU15K,0
ID_ZXT4WUZLCMVH,0
ID_GDU9BX84VUVE,0
ID_5JB3YMBM4T6O,0
ID_KBAPVR46VC22,0
ID_4IXICKTIPPLU,0
ID_AM94QK241VPE,0
ID_W12HOWGGSMS8,0
ID_Q1G32KADTS51,0
ID_V3JIA4P4668B,0
ID_Y86K83ZPC3T4,0
ID_K6M588093ONJ,0
ID_8QKXNKEAI8U8,0
ID_X7PUGW9NI1FI,0
ID_VTIQSDY0X1FD,0
ID_4VC1K7FA4J17,0
ID_3GCDF7RV12BF,0
ID_PSLVQKNWEZ0N,0
ID_IGCX54TFOFX9,0
ID_1SZ0EPKMQJ3L,0
ID_RRLAI5EB891O,0
ID_ATRY9VIAPNBP,0
ID_5LIP4CV5CHJ0,0
ID_ONHO680NIUHR,0
ID_VTRB9ZYY4VI0,0
ID_JAE3UP8KOYFO,0
ID_I02Z7U56HMOO,0
ID_RFXD3G5UO06W,0
ID_1SQXKIK51IGW,0
ID_T5UXJ5RC7PUZ,0
ID_JM7G4MGZXPA4,0
ID_6FF2BX4HPOG7,0
ID_8UTWWHXEL9R5,0
ID_3YJH7Z2OWJED,0
ID_4BVYTNKO9YLK,0
ID_KNDRB17VJJHN,0
ID_PL3IRYM11FGQ,0
ID_33QXHWS7FFUE,0
ID_2J04B9UGSZMQ,0
ID_ZJV6QMH0E1S2,0
ID_3SY7ARGY3QVX,0
ID_KIAVLFCA0QAB,0
ID_Q4EJVPZEZXGI,0
ID_65605390LAS9,0
ID_Y104K9OC8UGE,0
ID_3K6WOEPF2FP8,0
ID_LS72BPM71SR7,0
ID_Y7TIOX2MBVN1,0
ID_JM80BY34TODO,0
ID_2WAZFPTIJ1OA,0
ID_T9YY5C8C1CBO,0
ID_UPRSY14003PO,0
ID_7XOLQOXF8MQB,0
ID_I32E35Q5PL6J,0
ID_22FO3O040DBN,0
ID_2UXKSAJOCCUC,0
ID_5GUT0JCPY47C,0
ID_LID7SSDMXCW6,0
ID_WCWCOJH95NFM,0
ID_4DWQ8EGOZF76,0
ID_SJE53PFBNDY4,0
ID_MUP7H5EUQUYW,0
ID_2G8S8FICGX1F,0
ID_T6X2E4LGICKT,0
ID_2NBITHH2CMR2,0
ID_IXO2IO18FTPN,0
ID_35RBHZZG2K9S,0
ID_5X3KT9OXDOCL,0
ID_EXX5T31QH9U4,0
ID_LSZRIL56T47Z,0
ID_5ALLBTPE63BZ,0
ID_ZRT3VO9XJTOJ,0
ID_IVZNV00VK1WF,0
ID_STJDVR9FV5ZK,0
ID_MUL2I0PV3WXF,0
ID_350HG62PKSV9,0
ID_CFU1OS0WRIF1,0
ID_E2X9RKRER7VN,0
ID_FAXPVHA3GBDX,0
ID_U20QSSM0WQCL,0
ID_8STN6IQK6GRH,0
ID_RRV0JV74KLEG,0
ID_SV90TJDKZDBO,0
ID_VG3DNKAC70DB,0
ID_N6VEVLWM0JUZ,0
ID_R6EAOP7SKH4P,0
ID_WY1E27L1SF3F,0
ID_S6Y3EIMQPINY,0
ID_C6FGW58XYOOC,0
ID_66ZQIE06VO23,0
ID_OQGZLQDASMAM,0
ID_O0VXS8F7E71M,0
ID_RYWO2W04NGOQ,0
ID_UQJV4MFOR1M5,0
ID_4RF26BVNXYCE,0
ID_97BLKV6Q0HEL,0
ID_UBBEFJS5I0QH,0
ID_1O85NFRVJWEG,0
ID_IMHZWDBK0ADL,0
ID_YP71ZG5HZP4L,0
ID_EQYXNVKPIZ8S,0
ID_IUMZ7HN2JIIN,0
ID_TEYADZ461KBT,0
ID_WBKUDZP701N9,0
ID_QREVEZ4H807A,0
ID_1FI6VLAJHF5I,0
ID_AGYQKZWO32LL,0
ID_2AWB54BA84ZT,0
ID_HT3K0J78M9RG,0
ID_1Y0O3Y0QYTJS,0
ID_ZKH62QGNMI1V,0
ID_BJVKX6P2LOVK,0
ID_RJG2AH2AUIN8,0
ID_C1YRVYTDHBCI,0
ID_1TJKPVFP9B3X,0
ID_ENTHBKNB4R99,0
ID_TY66I8PV70BN,0
ID_6MMECMX3B728,0
ID_GZ9YGWCLLMKN,0
ID_01YVA2LJVYBR,0
ID_YQRL2IOUU4SZ,0
ID_VAX2N8ELPEZE,0
